waterBodyCategory	eeaIndicator	countryCode	monitoringSiteIdentifier	seriesSpan	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018
LW	Total phosphorus	RO	RO15206	short												0.051	0.2093	0.1321	0.162	0.1183	0.07285	0.1161	0.065	0.044166	0.067	0.038		0.05			
LW	Total phosphorus	RS	RSLW00017	short												0.012	0.072875	0.1138	0.0365	0.0696	0.104667	0.076667	0.08167	0.03785				0.070333			
LW	Total phosphorus	RS	RSLW00070	short												0.015	0.013187	0.0516	0.0859	0.0517	0.086	0.04	0.08767	0.056738			0.089	0.222			
LW	Total phosphorus	RS	RSRW00004	short												0.108	0.070417	0.107609	0.1159	0.1338	0.1351	0.1079	0.1106	0.114222	0.16575	0.089727	0.096417	0.095417	0.1315	0.127636	0.131917
LW	Total phosphorus	RS	RSRW00005	short												0.126	0.081182	0.117304	0.1063	0.1054	0.1244	0.0928	0.1253	0.0973		0.079909	0.09725	0.08875	0.109917	0.113091	0.122667
LW	Total phosphorus	RS	RSRW00006	short												0.116	0.123667	0.142417	0.1179	0.1134	0.1052	0.1087	0.1553	0.100364	0.1058	0.0969	0.122818	0.114583	0.134833	0.103273	0.102333
LW	Total phosphorus	SE	SE615365-134524	long				0.094	0.047	0.0515	0.034	0.05125	0.048	0.06475	0.061	0.046	0.057	0.058	0.048	0.039	0.057	0.062	0.043	0.046	0.059			0.04625	0.0453	0.04446	0.061175
LW	Total phosphorus	SE	SE615375-137087	long				0.092286	0.0565	0.04575	0.0645	0.1005	0.06675	0.069	0.103	0.113	0.054	0.087	0.065	0.081	0.051	0.092	0.128	0.048	0.061			0.04225	0.0836	0.08016	0.11085
LW	Total phosphorus	SE	SE617797-135339	long				0.042	0.02575	0.0325	0.026	0.0325	0.036	0.03675	0.031	0.025	0.04	0.034	0.034	0.026	0.04	0.04	0.038	0.054	0.036			0.03575	0.03232	0.026025	0.042275
LW	Total phosphorus	SE	SE622803-144609	long	0.023	0.023	0.02275	0.01975	0.0145	0.017	0.012667	0.012	0.017	0.02175	0.02	0.012	0.011	0.014	0.02	0.01	0.015	0.016	0.011	0.014	0.018			0.0165	0.013575	0.01375	0.017125
LW	Total phosphorus	SE	SE623161-142148	long	0.008	0.0105	0.00925	0.00875	0.00575	0.005	0.0045	0.0025	0.003	0.0045	0.006	0.004	0.008	0.008	0.004	0.003	0.006	0.006	0.005	0.005	0.005			0.00275	0.00352	0.0032	0.004125
LW	Total phosphorus	SE	SE623624-141149	long	0.0155	0.0165	0.01475	0.018	0.01	0.00925	0.01	0.01425	0.01375	0.013	0.014		0.013	0.013	0.012	0.01	0.019	0.018	0.014	0.012	0.017			0.0152	0.0122	0.01155	0.013825
LW	Total phosphorus	SE	SE624421-147234	long	0.010375	0.014625	0.0165	0.014	0.01325	0.0135	0.008333	0.01175	0.01125	0.01375	0.013	0.01	0.009	0.011	0.01	0.009	0.012	0.014	0.011	0.013	0.013			0.0118	0.00895	0.00945	0.011425
LW	Total phosphorus	SE	SE627443-149526	long	0.011	0.014625	0.01575	0.01825	0.012875	0.01225	0.010625	0.013875	0.0105	0.01	0.011	0.009	0.015	0.018	0.011	0.008	0.011	0.011	0.011	0.013	0.013			0.015375	0.013288	0.012313	0.012812
LW	Total phosphorus	SE	SE628606-133205	long	0.01175	0.012125	0.012	0.010286	0.009125	0.0075	0.00825	0.00925	0.007375	0.01825	0.008	0.006	0.009	0.011	0.008	0.005	0.009	0.01	0.009	0.008	0.009			0.008143	0.008012	0.007556	0.0069
LW	Total phosphorus	SE	SE629026-147562	long	0.021	0.02325	0.0265	0.0205	0.02275	0.0185	0.0185	0.02775	0.02325	0.01625	0.02	0.02	0.022	0.023	0.022	0.011	0.016	0.019	0.018	0.017	0.018			0.021	0.02092	0.01665	0.017025
LW	Total phosphorus	SE	SE629570-135470	long	0.02175	0.0245	0.0265	0.0235	0.028	0.0325	0.026	0.0395	0.032	0.02975	0.023	0.026	0.03	0.029	0.032	0.019	0.029	0.027	0.024	0.025	0.021			0.01925	0.021	0.021825	0.021375
LW	Total phosphorus	SE	SE630558-134327	long	0.01675	0.01925	0.02025	0.0165	0.017	0.01775	0.014	0.014	0.014	0.01975	0.018	0.016	0.025	0.015	0.018	0.012	0.017	0.016	0.013	0.016	0.013			0.017667	0.012925	0.015475	0.01565
LW	Total phosphorus	SE	SE630605-144655	long	0.013	0.015	0.018	0.013333	0.012	0.00925	0.0115	0.01375	0.011	0.01075	0.012	0.019	0.014	0.015	0.014	0.012	0.015	0.017	0.018	0.021	0.015			0.01525	0.0144	0.01318	0.014375
LW	Total phosphorus	SE	SE631360-146750	long	0.01075	0.012625	0.014375	0.0165	0.0115	0.0185	0.011	0.0185	0.01725	0.01925	0.016	0.012	0.014	0.015	0.013	0.011	0.015	0.02	0.019	0.014	0.015			0.013	0.0126	0.00995	0.0098
LW	Total phosphorus	SE	SE632515-146675	long	0.00725		0.00825	0.00775	0.0075	0.00675	0.0055	0.00675	0.004	0.00425	0.004	0.005	0.006	0.006	0.005	0.004	0.005	0.005	0.005	0.005	0.006			0.0045	0.004725	0.004725	0.0083
LW	Total phosphorus	SE	SE633025-142267	long	0.010375	0.013	0.01375	0.01375	0.0105	0.011125	0.00925	0.012125	0.011125	0.011875	0.011	0.019	0.012	0.011	0.012	0.009	0.012	0.014	0.011	0.012	0.012			0.012	0.0104	0.010925	0.011312
LW	Total phosphorus	SE	SE633344-130068	long	0.01175	0.01175	0.014	0.013	0.01025	0.01075	0.011	0.0095	0.009	0.008333	0.01	0.006	0.007	0.008	0.011	0.007	0.01	0.011	0.011	0.008	0.01			0.008667	0.0077	0.00685	0.00965
LW	Total phosphorus	SE	SE633738-142203	long	0.01575	0.017	0.01825	0.014	0.012	0.015	0.0115	0.019	0.01925	0.007	0.017	0.021	0.021	0.023	0.018	0.013	0.02	0.02	0.022	0.02	0.02			0.018	0.018225	0.014625	0.01635
LW	Total phosphorus	SE	SE635878-137392	long	0.009125	0.011125	0.01175	0.010833	0.007	0.022	0.0125	0.0095	0.00775	0.0095	0.009	0.01	0.009	0.007	0.007	0.006	0.009	0.009	0.009	0.008	0.008			0.00825	0.00888	0.007875	0.007425
LW	Total phosphorus	SE	SE637120-145525	long				0.1195	0.068	0.05775	0.04225	0.04	0.0555	0.0605	0.071	0.04	0.044	0.051	0.037	0.026	0.039	0.043	0.033		0.033			0.0285	0.027825	0.0271	0.03245
LW	Total phosphorus	SE	SE637121-151366	long	0.0155	0.0145	0.01375	0.0125	0.01025	0.00625	0.00925	0.00825	0.01275	0.00775	0.006	0.008	0.009	0.008	0.009	0.005	0.011	0.01	0.008	0.008	0.008			0.0085	0.00775	0.00825	0.007825
LW	Total phosphorus	SE	SE638725-146677	long	0.009	0.013	0.009333	0.008333	0.007	0.01	0.0085		0.01225	0.008	0.008	0.007	0.007	0.011	0.009	0.006	0.009	0.009	0.007	0.01	0.009			0.0085	0.00785	0.00666	0.007275
LW	Total phosphorus	SE	SE639047-149701	long	0.0095	0.0105	0.00875	0.00975	0.00625	0.0065	0.00575	0.00825	0.007	0.0065	0.014	0.005	0.006	0.004	0.006	0.005	0.006	0.006	0.006	0.006	0.007			0.00575	0.0058	0.004175	0.00535
LW	Total phosphorus	SE	SE642008-168013	short						0.015333	0.00875	0.009	0.009	0.0095	0.006	0.008	0.009	0.01	0.01	0.006	0.007	0.008	0.009	0.008	0.008			0.00625	0.008675	0.009425	0.009225
LW	Total phosphorus	SE	SE642140-140640	long	0.0065	0.007	0.006667	0.005833	0.00475	0.004	0.00275	0.00425	0.00325	0.0035	0.004	0.004	0.004	0.005	0.0057	0.0125	0.0033	0.005	0.002	0.002	0.0025			0.002	0.0035	0.00275	0.00275
LW	Total phosphorus	SE	SE642489-151724	long	0.008	0.00975	0.015875	0.01575	0.007143	0.005	0.006	0.006	0.005375	0.006875	0.006	0.006	0.007	0.007	0.005	0.003	0.004	0.005	0.004	0.005	0.005			0.004333	0.00475	0.004313	0.004114
LW	Total phosphorus	SE	SE642555-168553	long				0.0075	0.007	0.00775	0.00775	0.0055	0.00475	0.0055	0.008	0.006	0.006	0.007	0.007	0.004	0.006	0.007	0.006	0.005	0.006			0.00575	0.00445	0.004525	0.00415
LW	Total phosphorus	SE	SE643914-127698	long	0.005571	0.00725	0.008125	0.0065	0.004167	0.004143	0.003429	0.005125	0.003625	0.003125	0.004	0.004	0.006	0.003	0.004	0.003	0.004	0.005	0.004	0.004	0.004			0.004	0.005733	0.00405	0.00445
LW	Total phosphorus	SE	SE644987-152393	long	0.01	0.012667	0.008333	0.007333	0.0075	0.006	0.00525	0.0075	0.00675	0.01425	0.007	0.006	0.007	0.007	0.006	0.004	0.005	0.006	0.006	0.006	0.006			0.00625	0.004975	0.005225	0.006675
LW	Total phosphorus	SE	SE645289-128665	long	0.011875	0.012375	0.011375	0.010625	0.008	0.008625	0.009875	0.011375	0.009875	0.009625	0.008	0.009	0.011	0.011	0.009	0.006	0.008	0.011	0.009	0.01	0.012			0.00925	0.008875	0.008625	0.0101
LW	Total phosphorus	SE	SE646293-126302	long	0.009333	0.0165	0.020333	0.017333	0.015	0.01475	0.0145	0.01225	0.0175	0.01725	0.019	0.019	0.013	0.014	0.029	0.008	0.02	0.02	0.021	0.021	0.018			0.01825	0.01572	0.0131	0.015525
LW	Total phosphorus	SE	SE650061-142276	long	0.01275	0.013375	0.011375	0.0122	0.00925	0.01	0.01375	0.0125	0.0095	0.01025	0.008	0.007	0.015	0.011	0.012	0.01	0.012	0.016		0.013	0.013			0.01225	0.0112	0.013675	0.009425
LW	Total phosphorus	SE	SE650398-139136	long				0.0425	0.0355	0.03125	0.0635	0.05975	0.05125	0.05675	0.063	0.046	0.05	0.062	0.059	0.034	0.067	0.133	0.063	0.11	0.249			0.10325	0.0946	0.067825	0.0785
LW	Total phosphorus	SE	SE651558-143620	long	0.01	0.021	0.018	0.01875	0.012	0.012	0.012	0.0125	0.01475	0.01025	0.012	0.011	0.009	0.011	0.013	0.008	0.012	0.012	0.014	0.012	0.012			0.01075	0.013	0.0124	0.01165
LW	Total phosphorus	SE	SE651573-152481	long	0.008875	0.011714	0.013286	0.011333	0.0075	0.00925	0.0085	0.0085	0.013	0.00925	0.009	0.008	0.008	0.009	0.008	0.006	0.006	0.008	0.008	0.006	0.008			0.0075	0.0077	0.006725	0.007875
LW	Total phosphorus	SE	SE651578-146163	long	0.00875	0.01075	0.01525	0.010667	0.00625	0.006	0.0065	0.01625	0.0065	0.009	0.009	0.007	0.009	0.01	0.008	0.006	0.007	0.009	0.008	0.007	0.008			0.006	0.008525	0.00585	0.009325
LW	Total phosphorus	SE	SE652177-159038	long				0.031	0.03025	0.0385	0.0395	0.04975	0.04425	0.078	0.049	0.036	0.041	0.043	0.053	0.045	0.052	0.05	0.055	0.053	0.06			0.05125	0.061925	0.043075	0.04102
LW	Total phosphorus	SE	SE652707-159032	long	0.011333	0.012667	0.014667	0.0095	0.008	0.00925	0.00625	0.008	0.00925	0.013	0.007	0.007	0.01	0.011	0.009	0.008	0.008	0.01	0.01	0.01	0.01			0.01075	0.00965	0.00935	0.011475
LW	Total phosphorus	SE	SE652902-125783	long	0.015125	0.0155	0.014875	0.0118	0.0145	0.01475	0.015125	0.014875	0.013125	0.013375	0.015	0.013	0.014	0.012	0.012	0.007	0.009	0.014	0.012	0.013	0.012			0.013625	0.01195	0.012137	0.011513
LW	Total phosphorus	SE	SE655209-126937	long	0.008	0.009667	0.010333	0.014	0.01	0.00525	0.005667	0.005	0.005	0.006667	0.008	0.007	0.005	0.007	0.007	0.004	0.006	0.009	0.007	0.007	0.004			0.0025	0.00224	0.00295	0.00395
LW	Total phosphorus	SE	SE655455-136581	long	0.0075	0.0105	0.0096	0.008	0.0064	0.006	0.0078	0.0072	0.006	0.007	0.006	0.006	0.007	0.007	0.006	0.005	0.006	0.007	0.006	0.006	0.006			0.0068	0.00636	0.00582	0.00564
LW	Total phosphorus	SE	SE655587-158869	long	0.009125	0.010875	0.010625	0.012	0.0075	0.01125	0.00675	0.01	0.01175	0.007125	0.007	0.008	0.009	0.007	0.008	0.005	0.007	0.009	0.007	0.007				0.007	0.007288	0.00655	0.007625
LW	Total phosphorus	SE	SE655863-129783	long	0.006667	0.009667	0.009667	0.013	0.007	0.0045	0.0065	0.00375	0.004	0.00625	0.005	0.004	0.006	0.004	0.004	0.004	0.003	0.004	0.004	0.004	0.003			0.00125	0.001775	0.00195	0.002175
LW	Total phosphorus	SE	SE656206-159170	long	0.012667	0.015333	0.014667	0.014	0.0095	0.01375	0.01	0.0115	0.0125	0.01375	0.012	0.011	0.011	0.014	0.013	0.01	0.011	0.014	0.011	0.012	0.012			0.01275	0.010375	0.009325	0.012075
LW	Total phosphorus	SE	SE656263-156963	long	0.012333	0.011333	0.020333	0.008	0.00825	0.008	0.005333	0.011	0.00925	0.01575	0.007	0.008	0.009	0.008	0.008	0.006	0.007	0.009	0.009	0.012	0.012			0.008	0.00855	0.00845	0.0069
LW	Total phosphorus	SE	SE657562-159772	long	0.017429	0.018286	0.021571	0.021429		0.01725		0.02075	0.0235	0.033833	0.027	0.019	0.0237	0.018	0.015	0.022	0.02	0.026	0.023	0.017	0.022			0.018667	0.0113	0.014983	0.020133
LW	Total phosphorus	SE	SE658065-162841	short												0.026	0.027	0.028	0.028	0.028	0.025	0.028	0.027	0.024	0.025			0.025917	0.0264	0.024033	0.027542
LW	Total phosphorus	SE	SE658086-130264	long	0.010125	0.014	0.014625	0.011333	0.008	0.00875	0.009	0.009	0.016	0.0115	0.007	0.007	0.009	0.012	0.011	0.01	0.009	0.011	0.011	0.013	0.012			0.01075	0.01056	0.008075	0.009775
LW	Total phosphorus	SE	SE659105-133982	long	0.044	0.042333	0.034333	0.033333	0.02825	0.03525	0.0405	0.0435	0.04375	0.04975	0.032	0.04	0.044	0.056	0.049	0.029	0.032	0.052	0.051	0.05	0.041			0.04275	0.0499	0.0449	0.05185
LW	Total phosphorus	SE	SE659180-152170	long	0.049143	0.048857	0.056286	0.043571		0.05225		0.05025	0.03225		0.046	0.043	0.044	0.039	0.038	0.028	0.05	0.05	0.051	0.054	0.077			0.041333	0.043667	0.038533	0.048233
LW	Total phosphorus	SE	SE660688-164478	long	0.015	0.016667	0.019667	0.013	0.01025	0.009	0.008	0.01475	0.015	0.014	0.015	0.01	0.012	0.013	0.012	0.009	0.011	0.013	0.013	0.012	0.013			0.01375	0.01396	0.013075	0.01705
LW	Total phosphorus	SE	SE660804-142742	long	0.008	0.0135	0.01425	0.01125	0.00625	0.0065	0.00825	0.01	0.00475	0.0085	0.005	0.005	0.005	0.006	0.005	0.003	0.005	0.005	0.005	0.005	0.005			0.00425	0.004675	0.003625	0.004425
LW	Total phosphorus	SE	SE661521-130182	long	0.010333	0.011333	0.008667	0.010333	0.00925	0.0065	0.0075	0.008	0.0065	0.006	0.007	0.006	0.009	0.008	0.007	0.004	0.007	0.008	0.009	0.008	0.008			0.00675	0.00655	0.00755	0.0059
LW	Total phosphorus	SE	SE662682-132860	long	0.007	0.008333	0.007333	0.008333	0.009	0.00425	0.004	0.00575	0.0045	0.0055	0.005	0.006	0.005	0.006	0.006	0.004	0.004	0.005	0.006	0.005	0.005			0.0046	0.0046	0.0046	0.0043
LW	Total phosphorus	SE	SE662709-160136	long	0.051143	0.043	0.076714	0.045286	0.034429	0.045	0.038333	0.0625	0.037		0.041	0.035	0.0355	0.032	0.028	0.036	0.038	0.053	0.042	0.036	0.032			0.0365	0.0205	0.032567	0.041483
LW	Total phosphorus	SE	SE663532-148571	long	0.006875	0.00975	0.007625	0.008429	0.006	0.006	0.006125	0.00825	0.008625	0.008375	0.008	0.006	0.006	0.007	0.007	0.003	0.004	0.006	0.005	0.005	0.006			0.0065	0.0071	0.006125	0.006225
LW	Total phosphorus	SE	SE663907-156927	long				0.0195	0.018	0.0175	0.01775	0.024	0.017	0.02175	0.02	0.014	0.014	0.022	0.017	0.015	0.016	0.021	0.019	0.017	0.025			0.01925	0.0209	0.01765	0.0244
LW	Total phosphorus	SE	SE664197-149337	long	0.01	0.00975	0.0105	0.01	0.00725	0.00925	0.005	0.00725	0.00775	0.01875	0.008	0.007	0.005	0.006	0.006	0.005	0.006	0.007	0.006	0.006	0.006			0.0055	0.008425	0.005075	0.0054
LW	Total phosphorus	SE	SE664410-136192	long	0.007667	0.01	0.007667	0.010333	0.0055	0.006	0.0065	0.0105	0.0055	0.00575	0.008	0.006	0.006	0.011	0.006	0.004	0.006	0.007	0.006	0.006	0.007			0.0064	0.00545	0.005175	0.005275
LW	Total phosphorus	SE	SE665654-149206	long	0.014571	0.012429	0.012625	0.0144	0.01175	0.01075	0.00925	0.0135	0.01275	0.01025	0.012	0.011	0.008	0.009	0.01	0.009	0.012	0.018	0.011	0.014	0.015			0.01175	0.013575	0.009475	0.011875
LW	Total phosphorus	SE	SE667151-149602	long	0.00675	0.0095	0.00975	0.009667	0.008	0.006	0.0055	0.0075	0.00575	0.00825	0.006	0.006	0.006	0.007	0.007	0.004	0.006	0.009	0.01	0.008	0.009			0.00925	0.007175	0.005275	0.007325
LW	Total phosphorus	SE	SE672467-148031	long	0.008	0.0095	0.0095	0.008667	0.00575	0.00475	0.0055	0.00325	0.00575	0.0065	0.008	0.005	0.004	0.005	0.005	0.004	0.005	0.003	0.006	0.004	0.005			0.00375	0.004075	0.00535	0.005275
LW	Total phosphorus	SE	SE673534-153381	long	0.011	0.01425	0.01375	0.01475	0.0095	0.0075	0.009	0.01425	0.01075	0.00875	0.009	0.01	0.015	0.011	0.01	0.007	0.012	0.012	0.011	0.013	0.015			0.0105	0.0117	0.0112	0.01135
LW	Total phosphorus	SE	SE677506-156174	long	0.01425	0.01575	0.014	0.018	0.014	0.01425	0.00975	0.01725	0.01975	0.01725	0.024	0.019	0.017	0.017	0.015	0.008	0.018	0.018	0.016	0.017	0.019			0.016	0.0137	0.01515	0.015225
LW	Total phosphorus	SE	SE683673-154083	long	0.010167	0.011	0.012857	0.010857	0.007	0.006625	0.0065	0.00625	0.007875	0.008125	0.007	0.006	0.005	0.007	0.007	0.004	0.005	0.007	0.006	0.007	0.006			0.005875	0.006012	0.00525	0.00585
LW	Total phosphorus	SE	SE686849-145214	long	0.0115	0.018	0.017	0.014333	0.01	0.00925	0.007	0.01075	0.0085	0.0075	0.01	0.009	0.008	0.012	0.009	0.007	0.008	0.011	0.008	0.011	0.011			0.00875	0.007	0.0076	0.009975
LW	Total phosphorus	SE	SE690345-149315	long	0.012571	0.011571	0.011857	0.0108	0.0075	0.01	0.00525	0.00575	0.00475	0.0145	0.005	0.005	0.008	0.008	0.006	0.005	0.005	0.005	0.005	0.005	0.004			0.00475	0.003675	0.004025	0.00445
LW	Total phosphorus	SE	SE690617-134197	long	0.0135	0.011		0.01425	0.0085	0.00925	0.005	0.006	0.00675	0.00725	0.006	0.007	0.008	0.007	0.009	0.004	0.005	0.007	0.006	0.006	0.007			0.00675	0.0069	0.0056	0.00735
LW	Total phosphorus	SE	SE691365-156127	long	0.01425	0.01675	0.01875	0.016	0.0125	0.011	0.00775	0.014	0.01375	0.01125	0.01	0.011	0.01	0.016	0.014	0.007	0.012	0.014	0.012	0.013	0.011			0.0105	0.010625	0.009375	0.011275
LW	Total phosphorus	SE	SE695220-143383	long	0.014	0.017	0.0215	0.0145	0.01025	0.01125	0.00725	0.016	0.011		0.011	0.01	0.022	0.014	0.012	0.008	0.009	0.013	0.012	0.013	0.012			0.01425	0.0102	0.012425	0.0132
LW	Total phosphorus	SE	SE698918-158665	long	0.01325	0.0145	0.01225	0.014	0.009	0.008	0.01225	0.0115	0.012	0.014	0.011	0.01	0.009	0.013	0.013	0.006	0.011	0.013	0.012	0.01	0.011			0.00975	0.009225	0.010075	0.0092
LW	Total phosphorus	SE	SE704082-148125	long	0.008	0.012	0.013	0.01	0.007	0.006	0.00775	0.0055	0.0055	0.00525	0.005	0.005	0.008	0.007	0.007	0.002	0.005	0.005	0.007	0.006	0.005			0.00575	0.004825	0.004825	0.0053
LW	Total phosphorus	SE	SE704955-159090	long	0.006333	0.00975	0.015	0.00925	0.00725	0.005	0.004	0.007	0.00475	0.00725	0.006	0.007	0.009	0.007	0.006	0.003	0.005	0.004	0.005	0.006	0.005			0.005	0.003925	0.00435	0.0045
LW	Total phosphorus	SE	SE706672-167201	short						0.007667	0.0125	0.01075	0.01225	0.01125	0.01	0.009	0.011	0.015	0.015	0.011	0.014	0.019	0.017	0.019	0.017			0.01425	0.02135	0.019025	0.01565
LW	Total phosphorus	SE	SE707822-133430	long	0.008067	0.006947	0.007789	0.006053	0.0055	0.005789	0.004316	0.004895	0.0054	0.0041	0.003	0.004	0.004	0.005	0.004	0.003	0.004	0.003	0.004	0.003	0.003			0.002938	0.002879	0.0019	0.003873
LW	Total phosphorus	SE	SE708512-152086	long	0.008	0.009	0.011	0.0125	0.00575	0.0085	0.00725	0.00425	0.006	0.00475	0.006	0.007	0.007	0.008	0.007	0.003	0.005	0.005	0.006	0.005	0.006			0.00475	0.004575	0.003775	0.004725
LW	Total phosphorus	SE	SE708619-162132	long	0.013429	0.014	0.012857	0.012571	0.00925	0.011875	0.008875	0.009625	0.00775	0.0085	0.01	0.009	0.01	0.015	0.011	0.006	0.008	0.01	0.009	0.009	0.009			0.008875	0.00895	0.009625	0.009
LW	Total phosphorus	SE	SE709218-169710	long	0.025	0.015	0.021	0.019	0.01625	0.022	0.037333	0.03725	0.02875	0.0295	0.025	0.02	0.026	0.029	0.03	0.015	0.023	0.027	0.023	0.034	0.027			0.0195	0.02155	0.025075	0.02825
LW	Total phosphorus	SE	SE711365-171748	long	0.008	0.009	0.014	0.012667	0.0115	0.008333	0.009	0.013	0.01225	0.0125	0.01	0.01	0.006	0.011	0.013	0.008	0.012	0.011	0.01	0.01	0.012			0.01175	0.009075	0.0089	0.0117
LW	Total phosphorus	SE	SE712246-170866	short					0.008	0.010667	0.0165	0.011	0.0115	0.010667	0.014	0.011	0.013	0.016	0.014	0.007	0.013	0.014	0.015	0.016	0.017			0.01175	0.009825	0.00995	0.0136
LW	Total phosphorus	SE	SE713131-144608	long				0.009	0.00575	0.006	0.0045	0.00525	0.00525	0.00475	0.006	0.004	0.005	0.005	0.004	0.002	0.003	0.004	0.005	0.004	0.004			0.003	0.00275	0.003175	0.003275
LW	Total phosphorus	SE	SE713404-172465	long	0.0095	0.012		0.016	0.012	0.008667	0.009333	0.0105	0.011	0.01125	0.014	0.009	0.009	0.012		0.007	0.008	0.011	0.01	0.01	0.01			0.00875	0.009275	0.0118	0.0109
LW	Total phosphorus	SE	SE716717-158596	long	0.007	0.011	0.01	0.01	0.00825	0.005333	0.005	0.00675	0.00475	0.006	0.007	0.006	0.006	0.007	0.007	0.003	0.008	0.007	0.006	0.006	0.006			0.0065	0.005	0.0055	0.005325
LW	Total phosphorus	SE	SE728095-175926	long	0.011667	0.0115	0.012833	0.01025	0.00925	0.008	0.01375	0.0105	0.01	0.00925	0.009	0.009	0.006	0.01	0.008	0.006	0.009	0.009	0.01	0.01	0.009			0.00875	0.008625	0.0079	0.00945
LW	Total phosphorus	SE	SE728744-162653	long	0.0095	0.0095	0.0115	0.011	0.0065	0.00625	0.006	0.0095	0.0055	0.0065	0.004	0.005	0.006	0.006	0.004	0.003	0.003	0.005	0.005	0.006	0.004			0.00375	0.00442	0.0044	0.00305
LW	Total phosphorus	SE	SE731799-151196	long	0.008333	0.007714	0.0104	0.008333	0.00625	0.009	0.003333	0.006	0.00475	0.003	0.004	0.007	0.004	0.004	0.004	0.004	0.005	0.003	0.007	0.003	0.003			0.00225	0.0024	0.0023	0.002525
LW	Total phosphorus	SE	SE733110-182955	long	0.0235	0.0095	0.0225	0.0285	0.03625	0.0255	0.0245	0.02675	0.025	0.02675	0.024	0.033	0.026	0.029	0.029	0.016	0.023	0.032	0.024	0.025	0.021			0.02425	0.022933	0.023625	0.0232
LW	Total phosphorus	SE	SE736804-160569	long	0.0085	0.007	0.01		0.007	0.006	0.00475	0.0085	0.00325	0.004	0.003	0.003	0.01	0.004	0.003	0.002	0.003	0.002	0.005	0.004	0.003			0.003	0.002875	0.001875	0.00165
LW	Total phosphorus	SE	SE741340-153576	long	0.0065	0.0075	0.013	0.007	0.00525	0.005	0.009	0.00475	0.0035	0.003	0.005	0.004	0.003	0.003	0.002	0.005	0.002	0.002	0.002	0.004	0.003			0.00175	0.00185	0.00155	0.0022
LW	Total phosphorus	SE	SE742442-153530	short						0.0125	0.0035	0.0035	0.00275	0.00425	0.004	0.003	0.007	0.005	0.002	0.003	0.003	0.002	0.003	0.002	0.002			0.001125	0.0016	0.0013	0.001675
LW	Total phosphorus	SE	SE742829-183168	long	0.0225	0.0095	0.015	0.0125	0.01075	0.006333	0.00725	0.01	0.0085	0.0105	0.009	0.009	0.009	0.012	0.011	0.006	0.009	0.01	0.011	0.015	0.014			0.0125	0.01355	0.0145	0.0205
LW	Total phosphorus	SE	SE744629-167999	long	0.0122	0.0106	0.0115	0.0102	0.008	0.0085	0.0072	0.0076	0.008	0.0075	0.009	0.009	0.009	0.008	0.007	0.003	0.006	0.007	0.007	0.01	0.008			0.00775	0.008325	0.0054	0.009
LW	Total phosphorus	SE	SE751252-175433	long	0.0105	0.0115	0.017	0.009	0.00725	0.0085	0.00425	0.006	0.009333	0.005	0.005	0.006	0.005	0.007	0.005	0.003	0.004	0.005	0.005	0.006	0.004			0.00425	0.005325	0.0043	0.00515
LW	Total phosphorus	SE	SE758208-161749	long	0.0082	0.0074	0.0096	0.0072	0.0052	0.00425	0.00425	0.00375	0.0026	0.0036	0.004	0.005	0.006	0.005	0.003	0.002	0.004	0.002	0.004	0.004	0.004			0.0054	0.00386	0.003117	0.00188
LW	Total phosphorus	SE	SE758677-161050	long	0.006	0.0095	0.0135	0.0055		0.0035	0.004333		0.007333	0.006667	0.003	0.004	0.004	0.003		0.002	0.002	0.002	0.003	0.002	0.002			0.000875	0.0011	0.001425	0.000975
LW	Total phosphorus	SI	SIJ0102	long	0.02695	0.02601	0.02214	0.01774	0.0155	0.01456	0.01754	0.01967	0.01689	0.01577		0.01249	0.01262		0.015336	0.0134	0.01	0.016	0.0115	0.010758	0.0133	0.0125	0.014	0.013	0.012	0.013	0.012
LW	Total phosphorus	SI	SIJ0203	long	0.00658	0.01315	0.00489	0.00602	0.00499	0.005	0.00514	0.00489	0.00499	0.00559	0.00359	0.00363	0.00936	0.0058	0.003557	0.0093	0.004	0.0023	0.0037	0.004727	0.0052	0.005	0.0057	0.005	0.005	0.005	0.005
LW	Total phosphorus	SI	SIJ0302	short												0.15554		0.16557				0.1371	0.0696	0.063787	0.0997	0.1235	0.0828		0.058		0.117
LW	Total phosphorus	UK	UKEA_WIMS_NW_88016096	short												0.021795				0.006053	0.017075	0.014792	0.014333	0.0147	0.014858	0.01485	0.016225	0.014442		0.015173	0.013999
